Container_ID,Declaration_Date (YYYY-MM-DD),Declaration_Time,Trade_Regime (Import / Export / Transit),Origin_Country,Destination_Port,Destination_Country,HS_Code,Importer_ID,Exporter_ID,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours,Clearance_Status
37795615,2021-04-01,02:26:55,Import,CN,PORT_40,AM,071080,D03WH94,RGPS99G,30232800.0,114000.0,108721.8,LINE_MODE_40,10.1,Clear
34295234,2021-04-01,08:11:14,Import,PT,PORT_40,SN,630720,96IVBMF,SB737F4,52636.65,131.1,133.617,LINE_MODE_40,53.4,Clear
71136828,2021-04-01,01:01:48,Import,CN,PORT_30,MD,071080,HBVO5R2,O9QXSRZ,14073600.0,48000.0,46665.6,LINE_MODE_10,28.3,Clear
63914551,2021-04-01,19:18:31,Import,DE,PORT_20,BG,220890,KPPP26M,XD2UA8W,1346.34,5.7,6.262,LINE_MODE_10,36.5,Low Risk
82163953,2021-04-01,09:47:13,Import,GB,PORT_20,UZ,902519,1YB4G9F,VH8BK8T,849.6,8.0,8.278,LINE_MODE_10,69.6,Clear
49978880,2021-04-01,08:21:20,Import,JP,PORT_40,SN,821191,RUL1KAP,6RC0XUY,42951.35,84.5,90.848,LINE_MODE_10,8.9,Low Risk
76466404,2021-04-01,05:44:04,Import,MX,PORT_20,UZ,852872,3OE9N6Y,DY1U8OR,7383110.0,20300.0,19979.26,LINE_MODE_10,36.3,Clear
65022237,2021-04-01,23:55:57,Import,MX,PORT_40,CO,392690,3BFUK83,PBP2MYI,4.32,7.2,8.071,LINE_MODE_40,35.9,Low Risk
14510005,2021-04-01,08:13:25,Import,US,PORT_40,MD,853669,6P4KBWS,BDKR51A,28.04,0.4,0.403,LINE_MODE_10,52.4,Clear
86957152,2021-04-01,00:37:52,Import,CN,PORT_40,KH,621149,LIBAZFC,CAQ35IV,2115.72,16.2,16.365,LINE_MODE_10,53.4,Clear
28086209,2021-04-01,16:27:29,Import,CN,PORT_30,BG,392350,6FHN7Y9,P2A8VCH,1064.0,140.0,140.938,LINE_MODE_40,45.1,Clear
55724591,2021-04-01,10:59:11,Import,US,PORT_33,ID,010620,RTTOFTL,JZOJERU,11830.8,4.0,3.863,LINE_ALDCWV,18.1,Clear
93668207,2021-04-01,08:28:47,Import,US,PORT_21,SN,870323,AUC3VAW,IY4N2JX,19608.0,2580.0,2470.866,LINE_MODE_10,18.8,Clear
88150030,2021-04-01,18:47:10,Import,CN,PORT_40,NO,030192,IO53SE1,UPOBSCO,4585262.5,1015.0,1036.518,LINE_MODE_40,54.7,Clear
49945914,2021-04-01,22:15:54,Import,CN,PORT_30,KH,392690,1CPH5OM,5C5RKXQ,39.0,65.0,63.648,LINE_MODE_10,33.0,Clear
84910224,2021-04-01,16:34:24,Import,CN,PORT_30,UZ,392690,JH9PTCU,0DMMCY4,120.0,200.0,179.932,LINE_MODE_10,27.8,Low Risk
34854746,2021-04-01,14:48:26,Import,CN,PORT_14,UZ,852990,LKB52YW,YRLCVDR,79330.0,20.0,19.264,LINE_EIZP3I,22.4,Clear
75503804,2021-04-01,13:00:44,Import,DE,PORT_30,FI,870324,YOIYVTD,HXLX50R,10920.0,2100.0,2297.064,LINE_MODE_40,29.4,Low Risk
90997688,2021-04-01,15:16:08,Import,CN,PORT_30,NO,732690,WRH8523,D6NEX3J,55218.0,36812.0,39341.721,LINE_MODE_10,122.3,Low Risk
58202458,2021-04-01,20:48:58,Import,CN,PORT_40,SN,871160,HJAXBP3,WU6JDK7,1209130.0,3550.0,4757.142,LINE_MODE_40,128.4,Critical
18415261,2021-04-01,06:37:01,Import,US,PORT_20,KH,853710,1IGN7J1,MHZFGYB,1262.1,4.2,3.759,LINE_MODE_10,32.7,Low Risk
35948598,2021-04-01,16:31:18,Import,CN,PORT_16,MD,392690,ZIJRBG2,2RDQJ4A,42.0,70.0,72.604,LINE_MODE_40,65.2,Clear
72276819,2021-04-01,04:17:39,Import,CN,PORT_40,ID,481950,37GLFXT,XQO1WW8,94.77,24.3,23.126,LINE_MODE_10,14.8,Clear
83345390,2021-04-01,06:49:50,Import,CN,PORT_40,KH,940180,V5IDKAS,DWNJQL8,144.0,120.0,124.944,LINE_MWIDNS,67.9,Clear
45543334,2021-04-01,21:59:34,Import,DE,PORT_16,NO,392330,BY2DEZ0,S8U4RC9,1496.82,148.2,133.848,LINE_MODE_10,22.3,Low Risk
33398830,2021-04-01,10:07:10,Import,US,PORT_40,UZ,901730,SFDKNTT,YALGTHH,538.56,1.2,1.455,LINE_MODE_10,100.9,Low Risk
28788752,2021-04-01,05:24:32,Import,VN,PORT_40,UZ,842199,PQ4CKYK,7YDUXDG,37862.4,6528.0,6594.586,LINE_MWIDNS,47.4,Clear
88090880,2021-04-01,03:01:20,Import,AE,PORT_40,PY,760200,183BQGU,M6DTXEO,446390.0,45550.0,47654.41,LINE_MODE_10,11.2,Clear
61915114,2021-04-01,13:42:34,Import,CN,PORT_40,BG,392690,XE08QFH,U4S0IS2,6.3,10.5,9.41,LINE_MODE_40,25.6,Low Risk
13177095,2021-04-01,01:18:15,Import,CN,PORT_30,BG,420299,K87I89G,J3MVTPD,91.18,9.4,11.169,LINE_MODE_40,87.3,Low Risk
21629113,2021-04-01,10:33:13,Import,CN,PORT_40,AM,847790,077F1NN,GA4B353,142308.0,1180.0,1126.546,LINE_W6UCD9,10.8,Clear
62365905,2021-04-01,22:51:45,Import,FR,PORT_40,BG,330590,AWBASYY,TAU9HB1,2336.4,9.0,8.628,LINE_77BN4M,13.4,Clear
60834055,2021-04-01,10:00:55,Import,TH,PORT_40,KH,121190,EC6SU3L,OLQ4X81,6040.0,100.0,103.37,LINE_W5AYVM,62.9,Clear
78367233,2021-04-01,16:28:33,Import,FR,PORT_40,ID,870899,2E8IAE6,BVDOUUX,287.0,41.0,40.783,LINE_MODE_10,43.2,Clear
60980398,2021-04-01,12:27:58,Import,JP,PORT_41,SN,903290,OU0GRJ3,2UQA82F,21684.0,60.0,63.643,LINE_VZIZJJ,117.2,Low Risk
72300912,2021-04-01,06:47:12,Import,DE,PORT_30,FI,847990,GMA1M3Z,W5WQQV8,14163584.0,10880.0,11208.576,LINE_MODE_10,66.6,Clear
55463335,2021-04-01,14:08:55,Import,US,PORT_20,MD,591190,K0OPG98,56PEPKA,180.0,30.0,29.811,LINE_MODE_10,42.5,Clear
99816809,2021-04-01,13:37:29,Import,CN,PORT_20,MD,903210,UHYWN3J,Y5O0L1C,2166565.2,1723.6,1735.148,LINE_MODE_10,51.1,Clear
84726918,2021-04-01,14:03:18,Import,CN,PORT_40,NO,702000,2TSD24C,CCQD9K8,2996.0,70.0,68.404,LINE_MODE_10,31.6,Clear
69106794,2021-04-01,08:43:54,Import,CN,PORT_20,PY,520821,FR4LON3,8G2ODGB,1591568.6,2221.0,2308.063,LINE_MODE_10,72.6,Clear
49287797,2021-04-01,18:35:17,Import,JP,PORT_40,PY,852349,GHUPRPW,U8YJ1TN,90.1,0.5,0.506,LINE_W6UCD9,49.1,Clear
67270867,2021-04-01,13:13:07,Import,CN,PORT_20,MD,960329,5KW688C,LIUFT4S,792.5,25.0,25.693,LINE_77BN4M,65.0,Clear
84892761,2021-04-01,01:55:21,Import,VN,PORT_13,BG,071080,A5XMNNP,RRA436S,12729600.0,48000.0,49473.6,LINE_F1WAH6,67.0,Clear
88809887,2021-04-01,18:56:47,Import,CA,PORT_16,NO,940330,7C0PR0Y,EAAHZG6,155.0,155.0,186.161,LINE_MODE_10,97.3,Low Risk
82690407,2021-04-01,17:45:27,Import,JP,PORT_30,BG,392690,Z19EZE9,1DFQU9H,0.6,1.0,0.958,LINE_W6UCD9,18.8,Clear
67922384,2021-04-01,07:03:44,Import,CN,PORT_20,FI,350400,9JK9DH8,DUB6YVW,415012.0,260.0,258.492,LINE_MODE_10,42.9,Clear
86873276,2021-04-01,14:23:56,Import,CN,PORT_13,SN,611212,PVVXEPK,6TZ14LZ,56989.8,42.0,44.024,LINE_MODE_40,6.5,Clear
29854032,2021-04-01,23:59:12,Import,CN,PORT_20,ID,842549,LOJ70OG,WPN0LAZ,1306800.0,16500.0,16008.3,LINE_MODE_10,27.0,Clear
71687308,2021-04-01,20:36:28,Import,KR,PORT_30,AM,540832,BY2DEZ0,1UMZ13D,335000.4,159.6,164.739,LINE_MODE_40,61.9,Clear
87559831,2021-04-01,19:26:31,Import,CN,PORT_30,KH,420299,PAK8E37,7B6MAYT,824.5,85.0,88.884,LINE_MODE_10,10.9,Clear
51141343,2021-04-01,10:23:43,Import,MY,PORT_16,AM,903020,MUDP21A,BM9CZAS,1494.3,8.5,8.412,LINE_W6UCD9,33.9,Clear
56803540,2021-04-01,09:25:40,Import,JP,PORT_140,FI,902680,ET73LWE,3WBROKL,638.3,2.6,2.642,LINE_5V1OQR,51.4,Clear
74043884,2021-04-02,07:28:44,Import,CN,PORT_20,FI,551692,SAQIEBE,4KM1XJD,23233.9,17.0,17.751,LINE_MODE_10,75.9,Clear
15518108,2021-04-02,12:43:08,Import,TH,PORT_40,NO,291614,FWVNMKK,4VT0JBO,13622400.0,14400.0,14863.68,LINE_MODE_10,67.9,Clear
35309474,2021-04-02,09:55:14,Import,JP,PORT_13,FI,961900,C0ZO4KW,864IGPR,2372718.22,5990.2,5985.408,LINE_MODE_10,46.2,Clear
51994807,2021-04-02,05:52:07,Import,CN,PORT_40,KH,841950,M847INU,KH76HLX,1194912.0,5184.0,4723.713,LINE_MODE_40,9.6,Low Risk
42383612,2021-04-02,01:45:32,Import,CN,PORT_40,KH,950639,Z51P2K8,2JUMJC8,120.15,4.5,4.411,LINE_W6UCD9,27.6,Clear
49907487,2021-04-02,15:23:27,Import,JP,PORT_40,UZ,850110,54H2847,3KKQWHO,57947.5,325.0,330.752,LINE_MODE_10,58.4,Clear
40260545,2021-04-02,23:49:05,Import,VN,PORT_20,SN,620192,709VF5M,6T0AJ3G,5434959.6,3618.0,3758.017,LINE_MODE_10,72.2,Clear
26449415,2021-04-02,21:23:35,Import,TW,PORT_30,UZ,950639,QSSAOA6,B9RWW8H,62941.2,118.0,107.853,LINE_PIAN6F,7.3,Low Risk
99280793,2021-04-02,15:07:53,Import,KR,PORT_40,KH,731100,49PMUN4,X4WUP3G,25152.96,79.8,80.973,LINE_MODE_10,56.4,Clear
84664048,2021-04-02,13:15:28,Import,JP,PORT_20,KH,392690,261DWYA,CVTR84P,8.7,14.5,13.167,LINE_W6UCD9,12.2,Low Risk
91382485,2021-04-02,17:41:25,Import,JP,PORT_40,KH,620640,FZLKU2U,JUTW0U7,72.58,3.8,3.681,LINE_MODE_40,20.0,Clear
19224392,2021-04-02,20:38:32,Import,US,PORT_30,AM,870323,BB8KHCJ,IJMJ3CB,19608.0,2580.0,2554.716,LINE_MODE_10,40.2,Clear
13946084,2021-04-02,09:38:44,Import,JP,PORT_40,PY,330420,PCW8KX7,HYJYTXY,93.9,0.5,0.522,LINE_MODE_40,69.9,Clear
30950385,2021-04-02,00:19:45,Import,JP,PORT_20,MD,842641,OFDBYP9,UJ6KKS7,770226.0,25420.0,25895.354,LINE_MODE_10,59.0,Clear
81929033,2021-04-02,11:11:53,Import,CN,PORT_33,ID,850440,IF60CYY,EU7F0OH,37452.4,171.8,170.889,LINE_MODE_10,43.2,Clear
16237218,2021-04-02,17:08:18,Import,TR,PORT_40,BG,250810,57P60MX,IEVPZJV,64568.84,2819.6,2896.293,LINE_W6UCD9,58.6,Clear
71237346,2021-04-02,19:45:06,Import,CN,PORT_20,MD,481950,JMXCJ4Z,39N2UXR,94.77,24.3,23.406,LINE_MODE_40,16.4,Clear
40838533,2021-04-02,06:30:13,Import,MY,PORT_40,ID,440131,3Z5L1PO,MTZUGMF,22932390.0,601900.0,628804.93,LINE_MODE_40,4.2,Clear
79893033,2021-04-02,16:18:33,Import,CN,PORT_20,AM,842199,HTCHOL5,DB9B0VN,870.0,150.0,191.256,LINE_MODE_10,56.8,Critical
66761746,2021-04-02,03:11:46,Import,CN,PORT_12,KH,610990,BEUBDCC,6D7O1JG,687.5,11.0,9.981,LINE_W6UCD9,12.8,Low Risk
71828505,2021-04-02,11:21:45,Import,CN,PORT_20,NO,841320,UUFJY7A,9TWAUS9,85.91,7.1,6.807,LINE_MODE_10,19.4,Clear
43389630,2021-04-02,22:40:30,Import,CN,PORT_20,PY,950300,1J56HME,LGM2WU1,63555.0,950.0,970.14,LINE_MODE_10,60.7,Clear
16513317,2021-04-02,13:13:57,Import,CN,PORT_30,KH,392690,YUNRUOL,GGLFRDC,39.0,65.0,61.926,LINE_MODE_10,15.5,Clear
13769939,2021-04-02,13:42:59,Import,MY,PORT_40,KH,847150,EAK4J4P,BDKR51A,88.68,0.4,0.447,LINE_MODE_10,41.1,Low Risk
82654468,2021-04-02,03:02:28,Import,ZA,PORT_30,SN,230800,4U0AB5R,U761664,4922785.0,14150.0,13473.63,LINE_MODE_10,15.1,Clear
72280341,2021-04-02,14:28:21,Import,DE,PORT_40,NO,481013,RJZFZS7,6ZQTY16,41479059.6,108357.0,112767.13,LINE_MODE_40,67.6,Clear
23560242,2021-04-02,09:42:42,Import,CN,PORT_20,FI,611595,L7QCJC6,HF1SPR9,2832.9,133.0,135.022,LINE_MODE_40,50.7,Clear
12742124,2021-04-02,03:12:44,Import,VN,PORT_40,ID,420321,C9B163D,MN1LPLC,13339.7,13.4,13.724,LINE_MWIDNS,56.7,Clear
91604770,2021-04-02,06:26:10,Import,US,PORT_16,MD,392690,EMDGPW6,PY9S09O,50.56,1.6,1.522,LINE_EIZP3I,8.5,Clear
55694596,2021-04-02,22:59:16,Import,CN,PORT_40,NO,847130,4H5581M,D8IKIEY,15499.64,5.2,5.139,LINE_MODE_40,32.9,Clear
89061912,2021-04-02,14:37:12,Import,CN,PORT_16,CO,620640,SZRWM2A,T7JQGZF,19.1,1.0,1.03,LINE_MODE_40,60.6,Clear
49355955,2021-04-02,14:59:15,Import,CN,PORT_40,AM,560500,E808G5S,4NME6CL,39813.3,9.3,9.148,LINE_MODE_10,35.9,Clear
90805018,2021-04-02,21:04:58,Import,US,PORT_20,KH,720890,IBV3GBY,JUTZAAG,295848.0,2348.0,2453.003,LINE_MODE_10,107.0,Low Risk
93830510,2021-04-02,23:21:50,Import,IT,PORT_40,MD,621149,Y87FS2K,4KM1XJD,130.6,1.0,0.895,LINE_MODE_40,27.1,Low Risk
77241337,2021-04-02,16:47:37,Import,DE,PORT_30,BG,854370,7Y5DNPU,6VMLYKJ,10080.0,400.0,417.08,LINE_MODE_10,74.9,Clear
64848338,2021-04-02,21:33:38,Import,CN,PORT_20,CO,611030,1JX0VM0,ZFHRNRL,185.6,2.0,1.934,LINE_MODE_40,19.0,Clear
86120212,2021-04-02,12:08:52,Import,CN,PORT_40,FI,640359,V0UTN69,BZZEHPH,1367.6,2.0,1.96,LINE_MODE_40,27.6,Clear
78359159,2021-04-02,15:09:59,Import,CN,PORT_40,ID,620213,DPWC0XJ,UN8ZIU6,8760.0,600.0,589.02,LINE_MODE_40,28.6,Clear
24666524,2021-04-02,11:32:44,Import,CN,PORT_20,UZ,382499,01PGGRM,QS3VS0F,258250.0,20660.0,21484.747,LINE_MWIDNS,104.0,Low Risk
32036647,2021-04-02,21:56:07,Import,CN,PORT_20,CO,854420,LJ7VP81,M7T9O12,107.26,0.1,0.104,LINE_MODE_40,65.6,Clear
66127044,2021-04-02,19:01:24,Import,CN,PORT_30,CO,620640,Y8ES004,99M2438,611.2,32.0,30.854,LINE_MODE_10,23.1,Clear
22613817,2021-04-02,23:48:57,Import,CN,PORT_40,SN,620453,KFTZVQO,S7YABCT,760.0,19.0,19.051,LINE_W6UCD9,48.5,Clear
71581722,2021-04-02,05:00:42,Import,JP,PORT_33,UZ,903090,F0O2PIM,4N8PAEG,15991.56,6.8,6.631,LINE_BX52LT,24.3,Clear
33236815,2021-04-02,00:06:55,Import,CN,PORT_30,KH,950790,BWMGIQG,VBJZ4I3,1621.4,67.0,63.898,LINE_MODE_10,16.1,Clear
40339345,2021-04-02,11:02:25,Import,CN,PORT_16,FI,420232,WJTDUMX,15AMC24,2249.6,152.0,157.882,LINE_MODE_10,72.2,Clear
20968962,2021-04-02,09:54:42,Import,JP,PORT_40,UZ,392490,5YDK8RR,NSUBP26,13.09,11.9,11.367,LINE_MODE_40,11.1,Clear
82227258,2021-04-02,03:42:18,Import,CN,PORT_40,UZ,560392,BGUHPCE,HTRZB2D,9715.2,76.8,77.353,LINE_MODE_40,45.4,Clear
62134089,2021-04-02,12:52:09,Import,CN,PORT_12,SN,120799,SS9X6XG,MW2BPBE,11167500.0,15000.0,14500.5,LINE_MODE_40,18.7,Clear
47739528,2021-04-02,17:46:48,Import,JP,PORT_20,NO,731815,8VS45NF,4FPHCW4,17.6,8.0,8.178,LINE_MODE_10,61.3,Clear
36550664,2021-04-02,12:41:44,Import,US,PORT_20,KH,970200,0LOQCO3,HJ7CBRK,16121.95,8.5,8.111,LINE_MODE_40,10.5,Clear
24696063,2021-04-02,21:49:03,Import,MM,PORT_20,KH,490110,NXZGW6G,81VO49A,8782.64,62.2,65.23,LINE_MODE_10,109.6,Low Risk
79023168,2021-04-02,19:40:48,Import,CN,PORT_30,MD,441299,T5IAC2J,T7JQGZF,26179200.0,96000.0,96211.2,LINE_MODE_10,48.1,Clear
71165958,2021-04-02,07:07:18,Import,US,PORT_20,SN,300290,8BA1TR1,RT0SKU9,28032.0,30.0,28.716,LINE_MODE_40,12.4,Clear
47706953,2021-04-02,01:03:53,Import,KR,PORT_40,BG,392390,MVGYILC,XP4116Y,665.0,350.0,362.145,LINE_W6UCD9,63.6,Clear
84074283,2021-04-02,15:46:03,Import,CN,PORT_20,KH,121190,MYSHB5W,0OIWU6C,604000.0,10000.0,10197.0,LINE_MODE_10,59.7,Clear
20899131,2021-04-02,07:54:51,Import,BR,PORT_16,AM,170199,ZDOV8SQ,V0VJQ5Y,2980800.0,24000.0,27135.36,LINE_MODE_40,38.1,Low Risk
26249822,2021-04-02,06:09:02,Import,CN,PORT_20,CO,392350,XK9JLRE,1DWRP58,9134.44,1201.9,1232.188,LINE_MODE_10,63.3,Clear
76034336,2021-04-02,23:34:56,Import,VN,PORT_30,MD,621133,W2R6ZJ0,GCPNHU7,31185.0,162.0,164.948,LINE_MODE_10,58.7,Clear
54524747,2021-04-02,11:17:47,Import,CN,PORT_20,FI,420100,PDN3GW3,1LNQ37W,1817.2,154.0,152.106,LINE_MODE_40,32.6,Clear
95970051,2021-04-02,12:56:51,Import,RO,PORT_13,NO,620459,8YE9H2S,MYU5PHA,2190.3,3.0,3.107,LINE_EJSCB4,64.3,Clear
38340339,2021-04-02,09:29:39,Import,KR,PORT_40,MD,382590,HFVWJ5F,67WHNYC,28236.0,5430.0,5384.931,LINE_MODE_10,41.2,Clear
69251798,2021-04-02,16:44:38,Import,CN,PORT_30,AM,670290,CEL9KRP,J6CQGJD,529.62,18.2,18.877,LINE_MODE_10,71.2,Clear
14075839,2021-04-02,12:01:19,Import,FR,PORT_30,BG,330730,RRB8RGA,3RF1BI0,3655.2,609.2,634.604,LINE_B12OMY,70.2,Clear
